Summary Stats_DPR,Summary Stats_KPR,Detailed Stats_Deaths / round,Role Stats_Firepower_Score,Role Stats_Opening_Win% after opening kill,Role Stats_Clutching_Score,Detailed Stats_Damage / Round,Detailed Stats_Headshot %,Role Stats_Opening_Opening deaths per round,Role Stats_Entrying_Support rounds,Basic Info_Team Name,Role Stats_Sniping_Rounds with sniper kills percentage,Detailed Stats_Assists / round,Role Stats_Sniping_Sniper kills per round,URL,Role Stats_Opening_Opening kills per round,Role Stats_Sniping_Sniper multi-kill rounds,Detailed Stats_Kills / round,Detailed Stats_Rating 1.0,Role Stats_Firepower_Rating 2.0,Role Stats_Opening_Opening success,Detailed Stats_Total kills,Role Stats_Firepower_Rounds with a kill,Detailed Stats_Rating 2.0,Role Stats_Firepower_Rounds with a multi-kill,Detailed Stats_Total deaths,Role Stats_Entrying_Score,Role Stats_Clutching_Clutch points per round,Basic Info_Age,Role Stats_Trading_Trade kills percentage,Role Stats_Clutching_Saves per round loss,Role Stats_Entrying_Saved by teammate per round,Role Stats_Trading_Score,Role Stats_Utility_Utility kills per 100 rounds,Summary Stats_Impact,Role Stats_Entrying_Opening deaths traded percentage,Role Stats_Utility_Flashes thrown per round,Summary Stats_KAST,Role Stats_Firepower_Kills per round,Role Stats_Trading_Assisted kills percentage,Detailed Stats_Saved by teammate / round,Role Stats_Entrying_Traded deaths per round,Role Stats_Entrying_Assists per round,Role Stats_Trading_Trade kills per round,Role Stats_Trading_Damage per kill,Role Stats_Utility_Flash assists per round,Role Stats_Utility_Time opponent flashed per round,Summary Stats_Rating 1.0,Basic Info_Real Name,Summary Stats_ADR,Role Stats_Clutching_1on1 win percentage,Role Stats_Utility_Utility damage per round,Role Stats_Firepower_Pistol round rating,Detailed Stats_Saved teammates / round,Role Stats_Firepower_Damage per round,Detailed Stats_K/D Ratio,Role Stats_Sniping_Sniper kills percentage,Role Stats_Firepower_Kills per round win,Role Stats_Opening_Attacks per round,Role Stats_Firepower_Damage per round win,Role Stats_Sniping_Score,Basic Info_Player Name,Role Stats_Opening_Opening attempts,Role Stats_Utility_Score,Role Stats_Clutching_Time alive per round,Detailed Stats_Rounds played,Role Stats_Sniping_Sniper opening kills per round,Detailed Stats_Grenade dmg / Round,Role Stats_Clutching_Last alive percentage,Detailed Stats_Maps played,Role Stats_Trading_Saved teammate per round,Summary Stats_Rating 2.0,Role Stats_Opening_Score,Role Stats_Entrying_Traded deaths percentage
0.64,0.70,0.64,68/100,75.3%,49/100,75.6,52.3%,0.09,15.6%,SemperFi,1.2%,0.14,0.02,https://www.hltv.org/stats/players/16323/valiance,0.07,0.003,0.70,,1.07,45.4%,13114,44.7%,1.10,16.2%,11961,53/100,0.02,23 years,25.9%,1.4%,0.12,56/100,0.42,1.04,29.3%,0.74,72.3%,0.66,18.5%,0.10,0.15,0.12,0.17,109,0.03,2.11,,Matthew Hartrick,75.6,67.9%,2.04,1.22,0.11,72.4,1.10,2.4%,0.91,2.44,93.9,5/100,Valiance,16.5%,50/100,1m 4s,18723,0.002,3.5,10.4%,730,0.14,1.10,33/100,22.0%
0.68,0.73,0.68,80/100,71.2%,37/100,79.0,59.0%,0.15,13.5%,No team,0.2%,0.13,0.00,https://www.hltv.org/stats/players/15683/slowly,0.11,0.0004,0.73,,1.11,43.8%,11190,46.1%,1.11,17.7%,10501,63/100,0.01,22 years,23.7%,1.3%,0.13,42/100,0.42,1.15,29.3%,0.70,71.5%,0.69,10.4%,0.10,0.18,0.11,0.16,108,0.02,1.67,,Kelun Sun,79.0,72.3%,2.02,1.11,0.10,75.2,1.07,0.4%,0.96,2.36,99.0,0/100,SLOWLY,26.7%,38/100,1m 3s,15418,0.0003,2.9,7.4%,581,0.13,1.11,69/100,25.1%
0.63,0.71,0.63,71/100,75.8%,51/100,77.7,47.0%,0.10,15.8%,9 Pandas,0.9%,0.14,0.01,https://www.hltv.org/stats/players/17011/shalfey,0.08,0.002,0.71,,1.06,46.8%,17494,45.7%,1.12,15.4%,15640,24/100,0.02,22 years,21.5%,5.1%,0.10,31/100,0.53,1.10,22.4%,0.66,72.0%,0.65,17.3%,0.09,0.13,0.11,0.14,110,0.04,2.01,,Aleksandr Marenov,77.7,69.4%,2.82,1.14,0.09,72.2,1.12,1.7%,0.90,2.43,94.3,6/100,shalfey,19.1%,52/100,1m 6s,24692,0.0005,4.2,13.0%,965,0.11,1.12,64/100,18.3%
0.63,0.70,0.63,70/100,73.8%,48/100,78.1,48.8%,0.08,18.4%,Legacy,1.0%,0.15,0.01,https://www.hltv.org/stats/players/19045/latto,0.07,0.003,0.70,,1.09,47.1%,12977,44.9%,1.12,15.7%,11752,41/100,0.02,21 years,25.4%,3.1%,0.11,49/100,1.19,1.07,27.7%,0.81,73.5%,0.65,12.2%,0.09,0.14,0.13,0.16,111,0.04,2.11,,Bruno Rebelatto,78.1,65.3%,4.48,1.24,0.10,73.5,1.10,2.0%,0.88,2.72,93.1,4/100,latto,16.1%,76/100,1m 11s,18643,0.002,5.8,11.4%,735,0.13,1.12,43/100,21.2%
0.69,0.73,0.69,82/100,75.8%,32/100,80.5,47.5%,0.12,10.8%,Ambush,0.7%,0.14,0.01,https://www.hltv.org/stats/players/5479/sunny,0.10,0.002,0.73,1.05,-,45.3%,26936,46.4%,,17.1%,25326,21/100,0.02,30 years,18.2%,1.9%,0.09,20/100,0.68,1.13,20.5%,0.58,70.0%,0.69,8.1%,0.09,0.13,0.12,0.12,93,0.02,1.59,1.05,Miikka Kemppi,80.5,68.9%,3.06,-,0.09,75.6,1.06,1.1%,1.00,2.28,88.4,1/100,suNny,22.3%,48/100,0m 54s,36687,0.001,5.0,9.2%,1390,0.09,,63/100,17.3%
0.69,0.73,0.69,80/100,72.9%,46/100,79.5,56.8%,0.10,12.9%,No team,0.5%,0.14,0.01,https://www.hltv.org/stats/players/10168/bottle,0.09,0.001,0.73,1.05,-,46.1%,14518,47.0%,,16.5%,13651,57/100,0.02,30 years,21.3%,1.2%,0.12,41/100,0.51,1.11,26.8%,0.76,71.1%,0.69,7.4%,0.10,0.16,0.11,0.14,102,0.04,1.90,1.05,Lei Mao,79.5,64.8%,2.27,-,0.10,74.3,1.06,0.9%,0.96,2.38,93.6,0/100,bottle,19.6%,52/100,1m 2s,19840,0.0007,3.6,10.8%,770,0.11,,51/100,22.2%
0.63,0.70,0.63,67/100,77.5%,46/100,75.5,66.5%,0.12,15.2%,Natus Vincere,0.4%,0.12,0.01,https://www.hltv.org/stats/players/18987/b1t,0.10,0.0008,0.70,,1.09,47.0%,13694,45.5%,1.11,16.1%,12376,42/100,0.02,21 years,21.8%,2.6%,0.11,32/100,0.48,1.11,25.8%,0.76,72.4%,0.66,8.3%,0.09,0.15,0.11,0.14,107,0.04,1.95,,Valeriy Vakhovskiy,75.5,71.1%,2.81,1.32,0.10,71.5,1.11,0.8%,0.91,2.25,92.9,1/100,b1t,22.9%,55/100,1m 12s,19578,0.0004,4.0,8.6%,760,0.11,1.11,69/100,22.2%
0.61,0.69,0.61,54/100,72.7%,70/100,69.3,31.4%,0.05,16.1%,No team,22.0%,0.09,0.31,https://www.hltv.org/stats/players/19725/gxx,0.06,0.06,0.69,,1.05,54.8%,13542,45.6%,1.07,15.8%,11971,13/100,0.03,25 years,23.5%,4.2%,0.09,45/100,0.58,1.02,27.1%,0.74,70.3%,0.65,19.0%,0.08,0.11,0.08,0.15,101,0.06,2.33,,Genc Kolgeci,69.3,66.0%,1.99,1.03,0.09,66.9,1.13,46.2%,0.88,1.76,87.9,92/100,gxx-,12.7%,46/100,1m 5s,19572,0.03,2.7,18.6%,758,0.11,1.07,43/100,16.4%
0.65,0.72,0.65,76/100,75.8%,47/100,79.5,46.9%,0.11,15.8%,1WIN,0.8%,0.15,0.01,https://www.hltv.org/stats/players/8528/hobbit,0.09,0.002,0.72,1.05,-,46.9%,28169,46.4%,,16.6%,25783,26/100,0.02,30 years,20.2%,3.6%,0.10,22/100,0.98,1.13,24.4%,0.59,71.5%,0.68,15.1%,0.09,0.13,0.13,0.13,110,0.02,1.77,1.05,Abay Khassenov,79.5,70.0%,4.25,-,0.08,76.3,1.09,1.4%,0.94,2.76,98.1,2/100,HObbit,21.3%,59/100,1m 8s,39394,0.0005,5.5,10.3%,1511,0.10,,61/100,19.3%
0.67,0.72,0.67,78/100,76.8%,37/100,79.2,49.4%,0.11,15.1%,FlyQuest,1.0%,0.15,0.01,https://www.hltv.org/stats/players/9115/dexter,0.09,0.003,0.72,1.05,-,45.2%,23559,44.8%,,16.0%,21971,34/100,0.02,30 years,21.9%,0.9%,0.10,26/100,0.75,1.16,22.9%,0.94,70.7%,0.65,17.8%,0.09,0.14,0.12,0.14,107,0.07,2.10,1.05,Christopher Nong,79.2,70.1%,2.96,-,0.09,71.7,1.07,2.1%,0.89,2.42,92.0,4/100,dexter,20.9%,79/100,1m 4s,32692,0.002,5.3,8.8%,1295,0.11,,73/100,20.6%
0.65,0.71,0.65,69/100,76.0%,42/100,75.6,58.0%,0.12,14.7%,Virtus.pro,0.5%,0.12,0.01,https://www.hltv.org/stats/players/20101/fame,0.10,0.0009,0.71,,1.09,46.0%,15556,45.6%,1.10,16.4%,14265,39/100,0.01,21 years,23.0%,3.4%,0.11,43/100,0.64,1.11,27.8%,0.66,71.6%,0.67,17.7%,0.09,0.15,0.10,0.15,106,0.03,2.08,,Petr Bolyshev,75.6,65.9%,2.71,1.23,0.11,72.2,1.09,0.9%,0.96,2.39,97.5,1/100,fame,22.5%,43/100,1m 10s,22007,0.0,3.5,8.1%,859,0.13,1.10,66/100,21.3%
0.64,0.71,0.64,66/100,73.2%,57/100,74.3,30.6%,0.09,16.0%,Insilio,19.3%,0.13,0.27,https://www.hltv.org/stats/players/20201/fpsss,0.08,0.06,0.71,,1.03,48.4%,9914,44.3%,1.10,14.4%,9006,20/100,0.03,26 years,22.7%,2.1%,0.10,27/100,0.56,1.14,23.7%,0.78,70.0%,0.62,20.2%,0.08,0.13,0.12,0.14,108,0.08,2.36,,Dmitriy Sofronov,74.3,64.9%,2.20,1.08,0.09,68.1,1.10,42.8%,0.87,1.91,90.6,92/100,FpSSS,18.2%,50/100,1m 7s,13990,0.04,2.9,13.9%,567,0.10,1.10,75/100,18.5%
0.67,0.73,0.67,81/100,74.7%,41/100,81.1,43.3%,0.11,13.7%,Astralis,1.9%,0.15,0.02,https://www.hltv.org/stats/players/10994/stavn,0.09,0.005,0.73,,1.07,44.7%,27182,45.8%,1.12,16.3%,25179,42/100,0.01,22 years,22.7%,1.8%,0.11,38/100,0.57,1.14,27.9%,0.77,71.2%,0.67,16.4%,0.10,0.15,0.13,0.15,113,0.04,2.08,,Martin Lund,81.1,69.4%,3.04,1.14,0.11,75.9,1.08,3.6%,0.93,2.66,101.2,10/100,stavn,21.6%,62/100,1m 5s,37368,0.002,4.6,10.8%,1421,0.13,1.12,65/100,20.6%
0.67,0.72,0.67,81/100,75.5%,32/100,81.7,49.4%,0.11,15.7%,No team,0.2%,0.17,0.00,https://www.hltv.org/stats/players/7016/hz,0.10,0.0002,0.72,1.05,-,47.1%,9305,47.8%,,17.9%,8614,87/100,0.01,34 years,24.6%,1.9%,0.16,64/100,0.61,1.14,38.2%,0.74,73.8%,0.71,19.2%,0.13,0.19,0.16,0.17,110,0.02,1.48,1.05,Zhen Huang,81.7,61.8%,2.65,-,0.12,79.4,1.08,0.4%,0.96,2.85,100.2,0/100,HZ,22.5%,51/100,1m 3s,12856,0.0003,3.8,10.1%,500,0.15,,53/100,27.2%
0.65,0.71,0.65,70/100,74.9%,45/100,74.5,38.9%,0.12,14.4%,Case,14.7%,0.11,0.21,https://www.hltv.org/stats/players/11337/rcf,0.10,0.04,0.71,,1.06,46.5%,18817,44.9%,1.10,15.9%,17258,38/100,0.02,24 years,23.0%,3.8%,0.12,33/100,0.53,1.15,29.3%,0.78,70.5%,0.65,17.5%,0.09,0.15,0.10,0.15,105,0.06,2.15,,Rodrigo Figueiredo,74.5,73.2%,2.12,1.19,0.10,68.9,1.09,31.5%,0.92,2.00,92.8,87/100,RCF,22.9%,46/100,1m 4s,26375,0.03,2.9,11.5%,1037,0.12,1.10,82/100,21.5%
0.66,0.71,0.66,69/100,76.9%,54/100,75.8,54.7%,0.09,16.2%,BESTIA,1.6%,0.13,0.02,https://www.hltv.org/stats/players/14737/meyern,0.08,0.004,0.71,,1.08,47.2%,15123,45.2%,1.09,15.6%,14052,61/100,0.02,22 years,28.0%,2.0%,0.12,71/100,0.54,1.08,30.1%,0.64,71.8%,0.66,7.9%,0.11,0.16,0.12,0.18,107,0.03,1.94,,Ignacio Meyer,75.8,77.5%,2.82,1.18,0.13,70.8,1.08,3.2%,0.89,2.32,91.2,7/100,meyern,17.5%,44/100,1m 14s,21330,0.004,3.9,11.5%,842,0.15,1.09,49/100,23.0%
0.69,0.73,0.69,83/100,72.1%,40/100,82.3,48.6%,0.12,13.6%,BC.Game,1.0%,0.16,0.01,https://www.hltv.org/stats/players/18790/cacanito,0.09,0.002,0.73,,1.04,43.4%,13108,45.2%,1.11,15.8%,12426,34/100,0.02,23 years,22.9%,1.8%,0.10,43/100,0.93,1.19,23.6%,0.70,69.5%,0.66,17.8%,0.09,0.13,0.14,0.15,113,0.02,2.03,,Aleksandar Kjulukoski,82.3,66.7%,4.19,1.07,0.10,75.5,1.05,1.9%,0.96,2.70,102.4,1/100,CacaNito,22.6%,61/100,1m 2s,17925,0.003,4.8,9.9%,701,0.12,1.11,70/100,18.1%
0.65,0.71,0.65,74/100,76.1%,53/100,78.5,49.5%,0.10,16.6%,Complexity,0.5%,0.15,0.01,https://www.hltv.org/stats/players/12713/floppy,0.08,0.001,0.71,,1.11,45.8%,21242,46.0%,1.11,16.3%,19654,65/100,0.02,24 years,26.3%,1.5%,0.13,68/100,0.41,1.08,30.0%,0.75,73.0%,0.67,16.8%,0.11,0.16,0.13,0.17,111,0.03,1.98,,Ricky Kemery,78.5,79.1%,2.15,1.23,0.13,75.6,1.08,1.0%,0.93,2.64,97.2,1/100,floppy,18.8%,43/100,1m 0s,30014,0.0008,3.2,10.6%,1169,0.15,1.11,44/100,23.0%
0.64,0.70,0.64,63/100,73.9%,41/100,73.5,41.0%,0.09,10.9%,No team,5.5%,0.12,0.06,https://www.hltv.org/stats/players/2469/cajunb,0.07,0.01,0.70,1.05,-,45.2%,32080,44.4%,,15.1%,29212,10/100,0.02,34 years,15.8%,1.5%,0.07,15/100,0.43,1.02,17.4%,0.36,70.1%,0.64,3.2%,0.09,0.09,0.11,0.10,71,0.02,1.89,1.05,René Borg,73.5,73.5%,2.35,-,0.10,68.2,1.10,14.0%,0.89,1.48,59.9,21/100,cajunb,17.2%,20/100,0m 40s,45848,0.01,3.1,9.1%,1751,0.08,,43/100,12.7%
0.68,0.72,0.68,78/100,75.6%,49/100,78.5,60.4%,0.14,13.9%,9 Pandas,0.5%,0.15,0.01,https://www.hltv.org/stats/players/20357/d1ledez,0.11,0.001,0.72,,1.13,44.8%,11238,46.5%,1.12,17.6%,10556,67/100,0.02,21 years,23.6%,1.7%,0.14,49/100,0.47,1.18,33.1%,0.66,71.6%,0.70,19.1%,0.11,0.18,0.14,0.16,107,0.02,1.74,,Daniil Kustov,78.5,79.1%,2.52,1.24,0.12,75.5,1.06,0.9%,0.98,2.52,100.1,0/100,d1Ledez,25.6%,42/100,1m 7s,15535,0.0,3.7,7.9%,631,0.14,1.12,72/100,25.0%
0.66,0.72,0.66,80/100,75.4%,40/100,81.9,43.8%,0.09,13.0%,Into the Breach,3.2%,0.16,0.03,https://www.hltv.org/stats/players/5388/rallen,0.08,0.00,0.72,1.05,-,49.0%,39269,46.6%,,16.7%,35923,17/100,0.02,30 years,18.4%,2.7%,0.09,19/100,1.09,1.11,23.7%,0.63,71.5%,0.68,18.0%,0.09,0.12,0.14,0.12,100,0.02,1.75,1.05,Karol Rodowicz,81.9,63.9%,5.64,-,0.09,77.9,1.09,5.3%,0.96,2.47,91.1,12/100,rallen,18.0%,66/100,0m 59s,54636,0.007,7.7,11.2%,2055,0.09,,53/100,17.0%
0.70,0.74,0.70,82/100,72.4%,25/100,79.7,47.7%,0.16,11.3%,No team,4.0%,0.13,0.06,https://www.hltv.org/stats/players/13054/zeph,0.12,0.01,0.74,,1.09,44.4%,11233,46.2%,1.11,17.3%,10626,54/100,0.01,22 years,20.8%,0.6%,0.12,31/100,0.52,1.21,26.7%,0.59,69.1%,0.69,6.2%,0.10,0.17,0.11,0.14,109,0.04,2.09,,Charlie Dodd,79.7,51.9%,2.26,1.23,0.10,76.1,1.06,8.3%,0.99,2.47,102.9,14/100,zeph,29.2%,41/100,0m 56s,15269,0.01,3.9,7.1%,601,0.12,1.11,83/100,22.8%
0.69,0.73,0.69,83/100,71.7%,42/100,81.6,47.2%,0.13,13.3%,Natus Vincere,0.4%,0.14,0.00,https://www.hltv.org/stats/players/14759/im,0.11,0.0008,0.73,,1.11,46.2%,21381,46.5%,1.11,17.4%,20150,36/100,0.02,25 years,18.7%,1.6%,0.10,22/100,0.55,1.17,25.6%,0.54,70.0%,0.69,8.7%,0.09,0.15,0.12,0.13,112,0.02,1.93,,Mihai Ivan,81.6,71.1%,2.78,1.18,0.09,78.2,1.06,0.7%,0.99,2.66,104.7,0/100,iM,24.9%,37/100,1m 4s,29188,0.0003,3.7,10.1%,1115,0.10,1.11,72/100,20.1%
0.68,0.72,0.68,74/100,71.4%,47/100,76.4,56.8%,0.13,11.9%,Revenant,0.6%,0.12,0.01,https://www.hltv.org/stats/players/20761/launx,0.09,0.001,0.72,,1.05,42.6%,12690,45.7%,1.08,16.7%,11982,54/100,0.02,19 years,22.7%,1.3%,0.12,42/100,0.58,1.10,25.2%,0.71,69.9%,0.68,16.4%,0.10,0.16,0.10,0.15,106,0.02,1.95,,Laurențiu Țârlea,76.4,63.1%,2.68,1.26,0.10,73.0,1.06,1.1%,0.98,2.35,100.0,6/100,lauNX,22.9%,48/100,1m 3s,17550,0.0002,3.7,9.0%,680,0.12,1.08,53/100,22.0%
0.69,0.72,0.69,77/100,75.4%,35/100,77.4,46.7%,0.14,12.9%,No team,2.8%,0.13,0.04,https://www.hltv.org/stats/players/8513/yay,0.11,0.01,0.72,1.05,-,43.9%,12452,45.2%,,17.0%,11848,57/100,0.01,26 years,23.5%,1.1%,0.12,43/100,0.62,1.16,27.7%,0.57,69.9%,0.68,15.9%,0.10,0.17,0.11,0.16,106,0.03,2.13,1.05,Jaccob Whiteaker,77.4,62.0%,2.61,-,0.11,73.8,1.05,6.3%,0.96,2.39,97.1,16/100,yay,25.2%,32/100,0m 56s,17182,0.008,3.4,7.9%,653,0.13,,74/100,23.2%
0.61,0.68,0.61,50/100,72.3%,60/100,69.5,40.3%,0.08,17.1%,kONO,19.5%,0.09,0.27,https://www.hltv.org/stats/players/19614/s4ltovsk1yy,0.09,0.05,0.68,,1.07,52.5%,12787,45.2%,1.08,14.7%,11406,23/100,0.03,23 years,23.7%,4.2%,0.10,36/100,0.42,1.04,23.9%,0.80,71.6%,0.64,17.0%,0.08,0.13,0.08,0.15,102,0.06,2.30,,Kyrylo Lytvynov,69.5,68.5%,1.85,1.25,0.09,66.3,1.12,41.6%,0.86,1.69,85.8,91/100,s4ltovsk1yy,17.9%,53/100,1m 16s,18706,0.05,2.8,14.7%,721,0.11,1.08,63/100,19.7%
0.66,0.71,0.66,74/100,73.5%,54/100,77.8,52.5%,0.11,15.3%,Bounty Hunters,1.4%,0.14,0.02,https://www.hltv.org/stats/players/18714/piriajr,0.10,0.004,0.71,,1.08,48.0%,11742,46.0%,1.10,16.1%,10889,19/100,0.02,21 years,20.7%,3.1%,0.10,23/100,0.71,1.13,22.7%,0.57,70.8%,0.66,9.9%,0.08,0.13,0.13,0.13,110,0.03,2.11,,Guilherme Barbosa,77.8,68.0%,2.94,1.20,0.09,73.9,1.08,2.9%,0.93,2.42,98.2,7/100,piriajr,22.0%,40/100,1m 4s,16471,0.003,3.8,12.2%,649,0.10,1.10,62/100,18.7%
0.67,0.71,0.67,77/100,72.2%,42/100,80.1,53.2%,0.11,14.7%,Monte,0.6%,0.15,0.01,https://www.hltv.org/stats/players/16080/dycha,0.09,0.001,0.71,,1.08,45.0%,21696,45.3%,1.11,16.5%,20382,36/100,0.02,27 years,21.1%,1.3%,0.10,27/100,0.88,1.14,25.8%,0.69,70.6%,0.67,16.8%,0.09,0.15,0.13,0.14,112,0.04,2.43,,Paweł Dycha,80.1,72.5%,3.62,1.29,0.09,75.7,1.06,1.2%,0.94,2.66,99.9,2/100,dycha,21.6%,66/100,1m 3s,30445,0.001,5.1,9.9%,1169,0.11,1.11,58/100,20.8%
0.67,0.72,0.67,77/100,73.2%,40/100,77.6,49.8%,0.12,12.7%,No team,1.3%,0.13,0.02,https://www.hltv.org/stats/players/9258/sick,0.10,0.003,0.72,1.05,-,45.8%,15002,47.2%,,17.2%,13962,47/100,0.02,26 years,24.6%,1.2%,0.12,60/100,0.29,1.11,30.1%,0.57,71.9%,0.69,17.7%,0.10,0.16,0.12,0.17,101,0.02,1.33,1.05,Hunter Mims,77.6,69.5%,1.32,-,0.12,74.8,1.07,2.4%,0.96,2.30,92.4,6/100,SicK,22.9%,25/100,0m 59s,20701,0.001,2.6,10.0%,795,0.14,,58/100,21.8%
0.70,0.74,0.70,85/100,72.3%,39/100,82.5,45.5%,0.14,12.9%,Monte,0.4%,0.15,0.01,https://www.hltv.org/stats/players/17504/kei,0.11,0.001,0.74,,1.10,45.0%,21357,46.4%,1.12,17.2%,20335,33/100,0.02,23 years,20.0%,1.3%,0.11,27/100,0.43,1.21,22.4%,0.71,69.7%,0.69,7.5%,0.09,0.14,0.13,0.13,113,0.03,2.05,,Kamil Pietkun,82.5,64.3%,2.89,1.14,0.09,78.4,1.05,0.8%,0.99,2.79,104.8,1/100,KEi,25.7%,54/100,1m 1s,29024,0.0004,4.5,9.5%,1100,0.11,1.12,78/100,19.5%
0.65,0.71,0.65,70/100,76.3%,50/100,75.8,44.7%,0.11,14.3%,Mindfreak,2.9%,0.14,0.04,https://www.hltv.org/stats/players/9108/tucks,0.09,0.00,0.71,1.05,-,44.9%,15453,45.3%,,15.9%,14201,35/100,0.02,28 years,21.4%,1.0%,0.11,29/100,0.78,1.11,25.9%,0.84,71.2%,0.66,19.9%,0.09,0.14,0.13,0.14,104,0.05,2.11,1.05,Tyler Reilly,75.8,70.4%,2.96,-,0.09,71.8,1.09,6.1%,0.91,2.45,89.7,12/100,tucks,20.7%,63/100,1m 0s,21854,0.008,4.3,10.5%,884,0.11,,57/100,20.5%
0.63,0.69,0.63,60/100,75.3%,56/100,73.1,32.5%,0.09,16.8%,No team,16.7%,0.12,0.23,https://www.hltv.org/stats/players/9686/gratisfaction,0.09,0.04,0.69,1.05,-,49.4%,17180,43.7%,,14.6%,15549,36/100,0.02,28 years,24.7%,1.6%,0.12,38/100,0.60,1.14,26.5%,1.05,70.6%,0.62,3.8%,0.10,0.14,0.11,0.15,108,0.08,1.87,1.05,Sean Kaiwai,73.1,71.9%,2.63,-,0.10,68.0,1.10,36.4%,0.85,2.06,86.7,91/100,Gratisfaction,19.1%,63/100,1m 7s,24861,0.04,3.4,12.7%,954,0.12,,78/100,21.2%
0.63,0.70,0.63,59/100,75.4%,47/100,71.6,37.0%,0.08,16.8%,RED Canids,15.3%,0.11,0.21,https://www.hltv.org/stats/players/18743/nython,0.08,0.04,0.70,,1.03,50.1%,16966,43.7%,1.09,14.7%,15351,36/100,0.02,26 years,24.8%,2.4%,0.12,36/100,0.41,1.08,28.0%,0.81,71.4%,0.62,0.1%,0.09,0.14,0.10,0.15,103,0.08,2.46,,Gabriel Lino,71.6,69.2%,1.94,1.13,0.10,65.1,1.11,33.9%,0.84,1.92,84.1,90/100,nython,16.9%,50/100,1m 6s,24240,0.03,2.5,11.9%,968,0.11,1.09,68/100,20.6%
0.65,0.71,0.65,65/100,74.0%,41/100,73.5,28.0%,0.09,12.8%,BOGATYRI,22.6%,0.11,0.27,https://www.hltv.org/stats/players/964/mou,0.09,0.06,0.71,1.05,-,49.8%,29305,44.8%,,15.1%,26792,7/100,0.02,32 years,19.0%,3.0%,0.08,16/100,0.79,1.12,18.9%,0.65,69.7%,0.64,3.7%,0.08,0.10,0.10,0.12,86,0.04,1.76,1.05,Rustem Telepov,73.5,64.6%,3.40,-,0.09,68.0,1.09,50.7%,0.88,1.56,73.9,93/100,mou,19.6%,46/100,0m 55s,41429,0.05,4.0,11.7%,1563,0.09,,74/100,15.4%
0.64,0.70,0.64,67/100,73.2%,49/100,75.8,47.5%,0.07,13.3%,No team,0.6%,0.13,0.01,https://www.hltv.org/stats/players/3997/lowel,0.06,0.001,0.70,1.05,-,47.1%,18549,46.5%,,16.2%,16810,19/100,0.02,27 years,22.5%,2.9%,0.09,42/100,0.53,0.97,26.7%,0.45,73.1%,0.67,15.5%,0.09,0.11,0.12,0.15,92,0.02,1.40,1.05,Christian Garcia Antoran,75.8,66.7%,3.36,-,0.11,73.5,1.10,1.2%,0.92,2.24,81.5,1/100,loWel,13.9%,34/100,0m 58s,26413,0.0008,4.5,12.6%,1008,0.11,,25/100,16.6%
0.63,0.69,0.63,57/100,73.4%,69/100,71.2,29.6%,0.07,15.8%,Bad News Chickens,21.7%,0.09,0.31,https://www.hltv.org/stats/players/17133/desh,0.07,0.06,0.69,,1.03,51.1%,8188,43.9%,1.07,15.2%,7450,17/100,0.03,25 years,23.3%,5.6%,0.10,31/100,0.53,1.07,22.5%,0.87,69.7%,0.64,17.5%,0.09,0.12,0.08,0.14,103,0.07,2.31,,Emerson Enrique,71.2,80.0%,2.32,1.08,0.09,66.5,1.10,48.0%,0.91,1.79,91.1,93/100,desh,15.5%,55/100,1m 8s,11823,0.04,3.2,16.0%,461,0.11,1.07,59/100,17.5%
0.66,0.71,0.66,67/100,74.4%,63/100,74.2,31.6%,0.09,14.4%,No team,18.9%,0.10,0.27,https://www.hltv.org/stats/players/14602/marcelious,0.08,0.06,0.71,,1.01,45.8%,10129,43.7%,1.08,14.7%,9433,41/100,0.03,25 years,26.2%,1.1%,0.12,55/100,0.57,1.10,28.1%,0.73,69.5%,0.63,-5.4%,0.10,0.14,0.09,0.16,106,0.05,2.27,,Ole Kristian Langan,74.2,65.7%,2.29,1.09,0.11,67.1,1.07,42.6%,0.88,1.86,90.1,92/100,Marcelious,18.3%,52/100,1m 0s,14241,0.04,3.2,14.1%,529,0.12,1.08,63/100,20.0%
0.62,0.69,0.62,55/100,75.7%,58/100,70.5,33.9%,0.07,17.9%,No team,19.4%,0.10,0.27,https://www.hltv.org/stats/players/12937/wolfy,0.08,0.05,0.69,,1.09,52.7%,16385,46.0%,1.09,15.6%,14624,29/100,0.02,25 years,25.2%,3.7%,0.11,47/100,0.57,1.06,29.0%,0.84,71.9%,0.65,20.7%,0.09,0.13,0.10,0.16,102,0.08,2.39,,Adam Andersson,70.5,63.6%,2.42,1.02,0.10,67.4,1.12,40.5%,0.86,1.99,85.2,91/100,WolfY,16.9%,58/100,1m 9s,23680,0.04,3.1,15.3%,923,0.13,1.09,64/100,20.0%
0.63,0.69,0.63,59/100,75.6%,60/100,72.4,27.4%,0.10,16.6%,No team,16.8%,0.11,0.23,https://www.hltv.org/stats/players/11748/raafa,0.07,0.04,0.69,,0.99,42.3%,11650,42.7%,1.07,14.1%,10558,10/100,0.02,30 years,21.8%,2.7%,0.08,20/100,0.71,1.08,17.9%,1.04,69.1%,0.60,-7.9%,0.07,0.11,0.10,0.13,107,0.09,2.29,,Rafael Lima,72.4,71.6%,2.50,0.97,0.08,65.5,1.10,37.2%,0.82,2.07,84.7,92/100,raafa,18.1%,65/100,1m 15s,16832,0.03,3.7,16.0%,640,0.09,1.07,70/100,16.3%
